,KEY,sarcasm_explanation
67,1_S09E03_056_u,"The video is sarcastic because the speaker's utterance ""It runs on syphilis?"" conveys a sense of incredulity and amusement, with a hint of sarcasm, implying that the idea being discussed is ridiculous or implausible. The informal and conversational tone, along with the absurdity of using ""syphilis"" as an energy source, adds to the playful and tongue-in-cheek tone. The speaker's facial expressions, such as raised brows and a wrinkled nose, also suggest doubt and skepticism, further supporting the conclusion that the video is sarcastic."
68,1_S09E23_270_u,"The video is sarcastic because the speaker's utterance, ""So, when the aliens brought you back, they just left the probe in?"", is lighthearted and tongue-in-cheek, conveying amusement and playfulness with a hint of sarcasm. The use of an absurd scenario, presented as a matter-of-fact occurrence, and the speaker's neutral tone, lacking emphasis or urgency, suggest irony and facetiousness. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, indicate happiness and doubt, further supporting the conclusion that the video is sarcastic."
69,2_585_u,"The video is non-sarcastic because the speaker's utterance ""You and I, we're interfacing"" conveys curiosity and playfulness, with a lighthearted and informal tone. The language is straightforward and inviting, suggesting genuine interest in the interaction. The speaker's tonality shifts from neutral to upbeat and enthusiastic, emphasizing happiness and positivity. The facial expressions observed, such as raised brows, cheek, and lip corners, along with a dimple and lip stretch, also indicate happiness. Overall, the absence of irony, mocking, or negative emotions in the speaker's words, tone, and facial expressions confirms the non-sarcastic nature of the video."
70,1_S09E21_401_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The use of ""Nope"" and the comparison to an absurd scenario convey a sense of irony and facetiousness, indicating sarcasm. The speaker's tone shifts from neutral to assertive and confrontational, with a raised pitch and quicker pace, emphasizing certain syllables. The facial expressions, including raised brows, lowered brow, and lip movements, also suggest a sense of disagreement and dismissal, further supporting the conclusion that the video is sarcastic."
71,1_11901_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The speaker's phrases, such as ""Yeah, good for you, Leonard"" and ""lovely little notion,"" convey a tongue-in-cheek tone, implying facetiousness and playfulness. The tone is also described as playful, teasing, and ironic, with a hint of sarcasm. Furthermore, the speaker's facial expressions, including raised brows, tightened lids, and a wrinkled nose, suggest contempt and doubt, which are emotions often associated with sarcasm. The overall sentiment of lighthearted mockery and the humorous tone with a twist at the end also support the conclusion that the video is sarcastic."
72,2_127_u,"The video is non-sarcastic because the speaker's tone is casual and lacks enthusiasm, conveying apathy and indifference. The use of ""some"" instead of ""a lot"" implies low expectations, and the speaker's facial expressions, such as a raised inner brow and nose wrinkling, suggest emotions like sadness and doubt, but not sarcasm. The tone remains neutral to slightly negative, without any hint of irony or mocking, indicating a genuine lack of enthusiasm rather than sarcasm."
73,1_8717_u,"The video is sarcastic because of the speaker's utterance, ""I'm sure she finds it charming,"" which is meant to be ironic and convey the opposite meaning, implying annoyance and frustration. The tone is critical and slightly annoyed, with a noticeable shift in intonation, suggesting irritation or annoyance. The speaker's facial expressions, such as a lowered brow, raised cheek, and tightened lid, also indicate a negative emotional state. These cues collectively convey a sarcastic tone, despite the peaceful and calm video context."
74,1_S09E03_170_u,"The video is non-sarcastic because the speaker's utterance ""I've done it, like, a dozen times"" conveys confidence and a sense of accomplishment, with a casual and conversational tone. The overall sentiment is positive, with no apparent negative emotions or hesitation. The speaker's facial expressions, although showing some signs of doubt, do not contradict the confident tone. The neutral tone, intonation, and sentiment of the statement, as well as the straightforward and unemotional delivery, further support the conclusion that the video is non-sarcastic."
75,1_S12E02_466_u,"The video is sarcastic because of the speaker's playful and mischievous tone, conveyed through the utterance ""Do your 63 other crayon friends know you're out?"" which has a hint of irony and humor beneath its lighthearted and humorous surface. The speaker's facial expressions, including raised brows, tightened lids, and a wrinkled nose, also suggest a sense of playfulness and teasing, further supporting the sarcastic label."
76,2_176_u,"The video is non-sarcastic because the speaker's utterance ""I'm the ruptured spleen"" conveys a sense of frustration, desperation, and emotional pain, with a dramatic and attention-grabbing tone. The facial expressions observed in the video, such as raised brows, tightened lids, and a wrinkled nose, suggest emotions like surprise, contempt, and sadness, which are consistent with the negative sentiment expressed in the utterance. The context of the video, featuring the speaker laughing with the woman in the kitchen, may imply a tone of dark humor or exaggeration, but overall, the emotional and raw tone of the speaker's words and facial expressions suggest a genuine expression of distress rather than sarcasm."
